T° Extérieure;H% Extérieure;Dew Point;Ressentie;Vent;Rafale;Pression R;Luminosité;UVI;Pluie Heure;Pluie Jour;Semaine;Pluie mois;Pluie Année;Pm2.5;;;
4.9;89;3.2;3.4;6.5;11.9;1022.3;0;0;0;0;44;0;162.6;4;4.5;02:57;
4.9;89;3.2;2.8;8.6;11.5;1022.3;0;0;0;0;44;0;162.6;3.9;4.5;02:58;
4.9;89;3.2;3.6;6.1;6.8;1022.4;0;0;0;0;44;0;162.6;3.9;4.5;02:59;
4.9;89;3.2;3.6;6.1;9.7;1022.2;0;0;0;0;44;0;162.6;3.9;4.5;03:00;
4.9;89;3.2;3.2;7.2;9.4;1022.2;0;0;0;0;44;0;162.6;3.9;4.5;03:01;
4.9;89;3.2;3.7;5.8;7.9;1022.4;0;0;0;0;44;0;162.6;3.9;4.5;03:02;
4.9;89;3.2;3.3;6.8;7.9;1022.4;0;0;0;0;44;0;162.6;3.9;4.5;03:03;
4.8;89;3.1;3.9;5;6.1;1022.4;0;0;0;0;44;0;162.6;3.9;4.5;03:04;
4.8;89;3.1;3.9;5;8.6;1022.3;0;0;0;0;44;0;162.6;3.9;4.5;03:05;
4.8;89;3.1;3.3;6.5;8.6;1022.5;0;0;0;0;44;0;162.6;3.9;4.4;03:06;
4.8;89;3.1;1.8;13.3;13.7;1022.5;0;0;0;0;44;0;162.6;3.9;4.4;03:07;
4.8;89;3.1;3.1;7.2;9;1022.5;0;0;0;0;44;0;162.6;3.8;4.4;03:08;
4.8;89;3.1;3.1;7.2;11.5;1022.4;0;0;0;0;44;0;162.6;3.8;4.4;03:09;
4.8;89;3.1;2.9;7.9;10.8;1022.7;0;0;0;0;44;0;162.6;3.8;4.4;03:10;
4.8;89;3.1;2.5;10.1;10.1;1022.4;0;0;0;0;44;0;162.6;3.8;4.4;03:11;
4.8;89;3.1;4.8;4.3;7.6;1022.5;0;0;0;0;44;0;162.6;3.8;4.4;03:12;
4.8;89;3.1;2.5;10.1;12.6;1022.5;0;0;0;0;44;0;162.6;3.8;4.4;03:13;
4.8;89;3.1;2.5;9.7;11.2;1022.6;0;0;0;0;44;0;162.6;3.8;4.3;03:14;
4.8;89;3.1;3.2;6.8;8.6;1022.6;0;0;0;0;44;0;162.6;3.8;4.4;03:15;
4.8;89;3.1;4.8;4.3;10.4;1022.6;0;0;0;0;44;0;162.6;3.8;4.3;03:16;
4.8;89;3.1;2.2;11.2;13.3;1022.6;0;0;0;0;44;0;162.6;3.8;4.3;03:17;
4.8;89;3.1;3;7.6;8.6;1022.7;0;0;0;0;44;0;162.6;3.8;4.4;03:18;
4.8;89;3.1;2.9;7.9;8.3;1022.6;0;0;0;0;44;0;162.6;3.8;4.4;03:19;
4.8;89;3.1;3.5;6.1;10.8;1022.7;0;0;0;0;44;0;162.6;3.8;4.3;03:20;
4.8;89;3.1;2.9;7.9;7.9;1022.8;0;0;0;0;44;0;162.6;3.8;4.3;03:21;
4.7;90;3.2;3.4;5.8;8.3;1023;0;0;0;0;44;0;162.6;3.8;4.3;03:22;
4.8;90;3.3;4.8;3.6;6.8;1022.7;0;0;0;0;44;0;162.6;3.8;4.3;03:23;
4.8;90;3.3;1.8;13;15.5;1022.7;0;0;0;0;44;0;162.6;3.8;4.4;03:24;
4.8;90;3.3;3.7;5.4;8.3;1022.9;0;0;0;0;44;0;162.6;3.8;4.4;03:25;
4.8;90;3.3;4.8;4.7;7.6;1022.8;0;0;0;0;44;0;162.6;3.9;4.4;03:26;
4.9;90;3.4;1.9;13.3;14.4;1022.8;0;0;0;0;44;0;162.6;3.9;4.4;03:27;
5;90;3.5;5;4.3;9.4;1022.6;0;0;0;0;44;0;162.6;4;4.5;03:28;
5;90;3.5;5;3.6;5.4;1022.6;0;0;0;0;44;0;162.6;4;4.6;03:29;
5;90;3.5;3.7;6.1;7.2;1022.7;0;0;0;0;44;0;162.6;4.1;4.6;03:30;
5;90;3.5;3.7;6.1;14;1022.6;0;0;0;0;44;0;162.6;4.2;4.6;03:31;
